drink_name,recipe,recipe_url,url_of_image
,,,
Yaupon Tea,,,
"What Is Assam Tea? Benefits, Uses, & Recipes",,,
Barley Tea,,,
Brown Sugar Milk (Boba or Bubble Tea),"['1 8.8-ounce tapioca pearls', '1 cup dark brown sugar', '1/2 cup water', '1/4 cup tapioca pearls', '1 tablespoon brown sugar syrup,', '1 cup milk', '1 cup ice']",https://www.thespruceeats.com/brown-sugar-milk-4691088,https://www.thespruceeats.com/thmb/CNUczQ5MkB-9iHTxFpghLtoyVec=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/brown-sugar-milk-4691088hero-01-9d89c600bec342e3811608245bcea07a.jpg
Guava Leaf Tea,,,
Cold Brewed Yerba Mate,"['8 ounces water', '1 tablespoon yerba mate', '1 tablespoon honey']",https://www.thespruceeats.com/cold-brewed-mate-recipe-766127,https://www.thespruceeats.com/thmb/AC2g2Ni8G2xSROIG9Fvn9xVGH5c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cold-brewed-mate-recipe-766127-Hero_03-4dd56a06168e4c8c8a16aad2318e628d.jpg
The 10 Best Teas in 2021,,,
Oolong Iced Tea,"['1 heaping teaspoon oolong tea leaves', '1 cup water (heated to just below boiling)', '1/4 to 1/2 teaspoon honey\u200b', '1\u200b cup\xa0\u200bice']",https://www.thespruceeats.com/oolong-iced-tea-recipe-766389,https://www.thespruceeats.com/thmb/HNA99tdalyau9yNHIyItWb7cBGc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-589221587-58499f233df78ca8d58c3f27.jpg
CBD Tea,"['1 tablespoon honey', '1 cinnamon stick', '1 lemon peel', '1 tea bag', '1 cup water', '1 splash cream']",https://www.thespruceeats.com/cbd-tea-4690684,https://www.thespruceeats.com/thmb/mWk_EkzkhF_vTcQp5uQaU9kyuIA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cbd-tea-4690684-hero-01-26eb4ad679e14f53a57c84d71a67b7b6.jpg
Bubble Milk Tea,"['3  cups water', '2 cups sugar', '1 cup brown sugar', '5 cups water', '1 cup   tapioca pearls', '3 ounces tapioca pearls', '1  cup  cooled brewed tea', '1/4  cup  milk,', '4 large ice cubes']",https://www.thespruceeats.com/bubble-tea-recipe-694162,https://www.thespruceeats.com/thmb/sqG14DuUaqsb3ojB_zinQfJ_mAk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/bubble-tea-recipe-694162-hero-02-e428d92163814642903b12c5ac14de24.jpg
Best Tea Subscription Boxes,,,
The 9 Best Green Teas in 2021,,,
The 15 Best Chai Teas in 2021,,,
The 10 Best Black Teas in 2021,,,
The Many Flavors of Bubble Tea,,,
16 Refreshing and Impressive Iced Tea Cocktails,,,
,,,
Guava Leaf Tea,,,
"What Is Assam Tea? Benefits, Uses, & Recipes",,,
Yaupon Tea,,,
Korean Barley Tea (Bori Cha),"['2 tablespoons roasted barley*', '8 cups water']",https://www.thespruceeats.com/korean-barley-tea-2118530,https://www.thespruceeats.com/thmb/u2AVKgQHRUYgU3s2BXy73GvvXHg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/korean-barley-tea-2118530-hero-01-972a4538f4624541b1552a917c25b79c.jpg
"What Is Cheese Tea? Benefits, Uses, & Recipes",,,
Lemon Barley Water,"['3/4 cup pearl  barley', '2 medium  lemons,', '6 cups water', '1/2 cup honey']",https://www.thespruceeats.com/lemon-barley-water-256320,https://www.thespruceeats.com/thmb/bFge5KGy76p8AwN773rjMEklNwc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/lemon-barley-water-256320-hero-02-5c376c4b46e0fb00016e9922.jpg
13 Ways to Cook With Barley,,,
What Is Hibiscus Tea?,,,
"What Is Black Tea? Benefits, Uses, & Recipes",,,
"What Is Sencha Green Tea? Benefits, Uses, & Recipes",,,
The 10 Best Teas in 2021,,,
The 10 Best Black Teas in 2021,,,
"What Is Green Tea? Benefits, Uses, & Recipes",,,
The 9 Best Green Teas in 2021,,,
Cold Brewed Yerba Mate,"['8 ounces water', '1 tablespoon yerba mate', '1 tablespoon honey']",https://www.thespruceeats.com/cold-brewed-mate-recipe-766127,https://www.thespruceeats.com/thmb/AC2g2Ni8G2xSROIG9Fvn9xVGH5c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cold-brewed-mate-recipe-766127-Hero_03-4dd56a06168e4c8c8a16aad2318e628d.jpg
CBD Tea,"['1 tablespoon honey', '1 cinnamon stick', '1 lemon peel', '1 tea bag', '1 cup water', '1 splash cream']",https://www.thespruceeats.com/cbd-tea-4690684,https://www.thespruceeats.com/thmb/mWk_EkzkhF_vTcQp5uQaU9kyuIA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cbd-tea-4690684-hero-01-26eb4ad679e14f53a57c84d71a67b7b6.jpg
,,,
Yaupon Tea,,,
The 10 Best Teas in 2021,,,
Barley Tea,,,
Best Tea Subscription Boxes,,,
"What Is Cheese Tea? Benefits, Uses, & Recipes",,,
CBD Tea,"['1 tablespoon honey', '1 cinnamon stick', '1 lemon peel', '1 tea bag', '1 cup water', '1 splash cream']",https://www.thespruceeats.com/cbd-tea-4690684,https://www.thespruceeats.com/thmb/mWk_EkzkhF_vTcQp5uQaU9kyuIA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cbd-tea-4690684-hero-01-26eb4ad679e14f53a57c84d71a67b7b6.jpg
The 9 Best Green Teas in 2021,,,
"What Is Assam Tea? Benefits, Uses, & Recipes",,,
Homemade Oregano Tea,"['1 (5-inch) sprig fresh oregano', '1 to 2 cups boiling water', '1 teaspoons Greek\xa0honey']",https://www.thespruceeats.com/greek-oregano-tea-1705058,https://www.thespruceeats.com/thmb/u8kpvBgJc7xzMrLxabGJLH9TKhE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Oregano-Tea-56a45bf15f9b58b7d0d693f1.jpg
The 10 Best Black Teas in 2021,,,
The 8 Best Detox Teas in 2021,,,
The 7 Best Iced Tea Makers in 2021,,,
The 8 Best Tea Samplers in 2021,,,
What Is Hibiscus Tea?,,,
Cold Brewed Yerba Mate,"['8 ounces water', '1 tablespoon yerba mate', '1 tablespoon honey']",https://www.thespruceeats.com/cold-brewed-mate-recipe-766127,https://www.thespruceeats.com/thmb/AC2g2Ni8G2xSROIG9Fvn9xVGH5c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cold-brewed-mate-recipe-766127-Hero_03-4dd56a06168e4c8c8a16aad2318e628d.jpg
Detox Teas & Herbs,,,
,,,
Guava Leaf Tea,,,
The 10 Best Teas in 2021,,,
Barley Tea,,,
All About CTC Tea,,,
Yaupon Tea,,,
The 8 Best Tea Samplers in 2021,,,
The 10 Best Black Teas in 2021,,,
What is Cold Brew Coffee?,,,
"What Is Black Tea? Benefits, Uses, & Recipes",,,
The 7 Best Tea Infusers in 2021,,,
The 15 Best Chai Teas in 2021,,,
"What Is Darjeeling Tea? Benefits, Uses, & Recipes",,,
Best Tea Subscription Boxes,,,
The 9 Best Green Teas in 2021,,,
