drink_name,recipe,recipe_url,url_of_image
Lemon-Ginger Simple Syrup Recipe,"['1/2 cup sugar', '1/2 cup water', '1/2 cup lemon juice', '2 tablespoons ginger (peeled and chopped, or chopped fresh mint)']",https://www.thespruceeats.com/lemon-ginger-simple-syrup-766041,https://www.thespruceeats.com/thmb/UyNqpn5yP4kewxY9hGMJ1V8rYsk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/lemon-ginger-simple-syrup-766041-hero-01-59bbb98ee0f94b5da33938ffc2823c3d.jpg
Brown Sugar & Ginger Simple Syrup Recipe,"['1 cup water', '3 cinnamon sticks', '1 tablespoon orange zest', '1 teaspoon allspice', '1 teaspoon whole cloves', '1 teaspoon nutmeg', '1/2 vanilla bean', '1 cup brown sugar']",https://www.thespruceeats.com/brown-sugar-spiced-simple-syrup-760213,https://www.thespruceeats.com/thmb/BO4D0cfNRiF0WcgxcGfgTOFNklM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BrownSugarSpicedSyrup-160756838-56a171085f9b58b7d0bf509e.jpg
Cardamom Simple Syrup Recipe,"['1 cup water', '1/4 cup whole green cardamom pods', '2 cups sugar']",https://www.thespruceeats.com/cardamom-simple-syrup-760328,https://www.thespruceeats.com/thmb/OFkAZ5yROZj0XegJ1wGi1MoA464=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cardamom-simple-syrup-760328-001-31cbc2c5560645299c489b6f86f987ff.jpg
Cinnamon Simple Syrup Recipe,"['1 cup water', '1 cup granulated sugar', '4 cinnamon  sticks', '1/2 teaspoon pure vanilla extract']",https://www.thespruceeats.com/cinnamon-simple-syrup-recipe-760214,https://www.thespruceeats.com/thmb/Ju2pl15oq7tJfU8Dew1TR2k2XXY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cinnamon-simple-syrup-recipe-760214-094-623098e179534999b8c9226759066a21.jpg
Lilac Syrup,"['4 cups lilac florets', '2 cups sugar', '2 cups water']",https://www.thespruceeats.com/fresh-lilac-simple-syrup-recipe-for-spring-drinks-4682588,https://www.thespruceeats.com/thmb/agYrzDJWBXevSiJy_r39KJH8U7w=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Lilac-Syrup-56a174215f9b58b7d0bf6ab0.jpg
Strawberry Simple Syrup Recipe,"['3 large strawberries', '1 cup sugar', '1 cup water', '1/4 teaspoon pure vanilla extract']",https://www.thespruceeats.com/homemade-strawberry-simple-syrup-recipe-760217,https://www.thespruceeats.com/thmb/J3puO20LTM4LviNmZg8hf4OWoLE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Strawberry-Syrup-595ec1743df78c554d661a80.jpg
Pomegranate Simple Syrup Recipe,"['4 cups pomegranate juice', '2 1/2 cups sugar', '1 teaspoon lemon juice']",https://www.thespruceeats.com/pomegranate-syrup-2355443,https://www.thespruceeats.com/thmb/Ves-RhPn8AbMpCxxdTzGZeRsTdo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-98134395-588cd27d5f9b5874eecbd18a.jpg
Rose Simple Syrup Recipe,"['1/2 cup water', '2 cups demerara sugar', '1/2 cup rose water']",https://www.thespruceeats.com/rose-infused-simple-syrup-760216,https://www.thespruceeats.com/thmb/Bt22cC3YaFIXyCiv0BvXJOml7FY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RoseSyrup-112708826-56a172435f9b58b7d0bf5bf6.jpg
Lavender Simple Syrup Recipe,"['1 cup water', '3 tablespoons lavender flowers', '2 cups sugar']",https://www.thespruceeats.com/diy-lavender-simple-syrup-760293,https://www.thespruceeats.com/thmb/traBxjTpHBb9Xn_0spbmxKc8eD4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/diy-lavender-simple-syrup-760293-heroretake-1-f328273d4d0344cbbec58e9312a89ac5.JPG
Mint Simple Syrup Recipe,[],https://www.thespruceeats.com/mint-simple-syrup-2216016,https://www.thespruceeats.com/thmb/Fv6CyM7B149rbFe6dLsxczuCrmA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/wickerbasket-of-fresh-peppermint-530073551-584add7e5f9b58a8cd41137b.jpg
