drink_name,recipe,recipe_url,url_of_image
Grasshopper,"['Grated chocolate', '3/4 ounce cream', '3/4 ounce white crème de cacao liqueur', '3/4 ounce green crème de menthe liqueur']",https://www.thespruceeats.com/grasshopper-cocktail-recipe-759305,https://www.thespruceeats.com/thmb/AyoavNH-ZWEtO2dHmIF32pm6AcU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/grasshopper-cocktail-recipe-759305-hero-02-5c1d5e6246e0fb00018d87e8.jpg
Mint ChocoChata Martini,"['1 ounce chocolate vodka', '2 ounces cream liqueur', '1/2 ounce green crème de menthe liqueur']",https://www.thespruceeats.com/mint-chocochata-martini-recipe-759104,https://www.thespruceeats.com/thmb/C3JvipCZcNcHihaqoa2mF01FK-U=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RumChata-Mint-ChocoChata-Martini-58a4ada53df78c4758ce3ef5.jpg
Holiday Hopper,"['1 ounce melon liqueur', '1/2 ounce green crème de menthe liqueur', '1/2 ounce white crème de cacao liqueur', '2 ounces half-and-half', '2 fresh mint leaves', 'Fresh raspberry']",https://www.thespruceeats.com/holiday-hopper-cocktail-recipe-759688,https://www.thespruceeats.com/thmb/kkEgyXcomUxUjlaHWfOTlpYIwxA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/HolidayHopper-Cocktail-85c1ce29a3024db9add890904d4ec1ea.jpg
Peppermint Patty,"['2 ounces chocolate vodka', '3/4 ounce cream liqueur', '1/2 ounce peppermint schnapps', 'Peppermint patty candy']",https://www.thespruceeats.com/peppermint-patty-cocktail-recipe-759767,https://www.thespruceeats.com/thmb/Fue4tYaVysNiZYx-bZF-Og5tgZE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/peppermint-patty-cocktail-recipe-759767-039-c246d68be1f644a9a370f3a8fea80c41.jpg
Hot Peppermint Patty,"['1 ounce peppermint schnapps', '1/2 ounce dark crème de cacao liqueur', '1/4 ounce crème de menthe liqueur', '6 ounces hot chocolate', 'Whipped cream', 'Chocolate shavings']",https://www.thespruceeats.com/hot-peppermint-patty-recipe-759691,https://www.thespruceeats.com/thmb/ENpqzw_4XbZB2F-B8BOsHMIqT2A=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/SpikedHotChocolate_003-5bf33cbd46e0fb0026d29998.jpg
Midnight Snowstorm,"['2 ounces white crème de menthe liqueur', '5 to 6 ounces hot chocolate', '1 tablespoon whipped cream', '1/2 ounce green crème de menthe liqueur']",https://www.thespruceeats.com/midnight-snowstorm-cocktail-recipe-759732,https://www.thespruceeats.com/thmb/MmGUE4hgMPkIvB2OdxwNuTOh3js=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/507850193-565997633df78c6ddf4e1f92.jpg
Emerald Isle,"['1 1/2 ounces gin', '1 teaspoon crème de menthe liqueur', '2 dashes bitters']",https://www.thespruceeats.com/emerald-isle-cocktail-recipe-759654,https://www.thespruceeats.com/thmb/h85xBk0OwFGFmOjpIVhtbTCGsbI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/EmeraldIsle-Cocktail-5c8ff9fd46e0fb00015558e1.jpg
Irish Eyes,"['1 ounce Irish whiskey', '1/4 ounce crème de menthe liqueur', '2 ounces cream', 'Maraschino cherry']",https://www.thespruceeats.com/irish-eyes-cocktail-recipe-759703,https://www.thespruceeats.com/thmb/jL6d8ksil-PCtQxqjoc7oZd5210=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/IrishEyes-Cocktail-5c8fb3a346e0fb00016ee0f3.jpg
Stinger,"['1 3/4 ounces brandy', '3/4 ounce white crème de menthe liqueur']",https://www.thespruceeats.com/stinger-cocktail-recipe-760603,https://www.thespruceeats.com/thmb/84ah26Phq-ULA7FVJ8Byk58mJNo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/stinger-cocktail-56a1758f5f9b58b7d0bf7899.jpg
Devil Cocktail,"['2 ounces brandy', '1/2 ounce white crème de menthe liqueur', '1 pinch ground cayenne pepper']",https://www.thespruceeats.com/devil-cocktail-recipe-759427,https://www.thespruceeats.com/thmb/j9g4BBGYnJHzSAqWu7soYQEeU40=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/DevilCocktail-124259585-56a1729b5f9b58b7d0bf5f35.jpg
