drink_name,recipe,recipe_url,url_of_image
How to Make Jell-O Shots,"['1/2 cup water', '1/2 cup vodka', '1 package gelatin', '1 cup water', 'Food coloring']",https://www.thespruceeats.com/jell-o-shot-recipe-759711,https://www.thespruceeats.com/thmb/cT_eY8ELozRqxC9lYv5d91iCrmg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ScreenShot2017-09-12at11.08.54AM-59b7f8cac412440010a3aaee.png
Blue Hawaiian,"['1 1/2 ounces rum', '3/4 ounce blue curaçao liqueur', '2 ounces pineapple juice', '3/4 ounce cream of coconut', 'Maraschino cherry', 'Pineapple wedge']",https://www.thespruceeats.com/blue-hawaiian-recipe-759284,https://www.thespruceeats.com/thmb/9X86rMHr-YHYKi8wU45hQA5SGJA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/blue-hawaiian-recipe-759284-10-5b3fab0a46e0fb0036527479.jpg
Cosmopolitan,"['1 1/2 ounce vodka', '1 ounce Cointreau Orange Liqueur', '1/2 ounce lime juice', '1/4 ounce cranberry juice', 'Orange peel']",https://www.thespruceeats.com/cosmopolitan-cocktail-recipe-759633,https://www.thespruceeats.com/thmb/cb4d0DjPu2OB6esucWVxHERLC54=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cosmopolitan-cocktail-recipe-759633-10-5b48fb1046e0fb0054c78dc9.jpg
Creamsicle,"['1 1/2 ounces vanilla or whipped cream vodka', '1/2 ounce triple sec', '1 ounce half-and-half', '1 ounce orange juice', 'Orange slice']",https://www.thespruceeats.com/orange-creamsicle-shots-and-cocktails-761037,https://www.thespruceeats.com/thmb/sggGzeYujVFU7AqxGxYMVs_8DqI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/orange-creamsicle-shots-and-cocktails-761037-026-c40ef9727e7545599734fd6941b9a0e8.jpg
Jolly Rancher,"['1 ounce green apple vodka', '1 ounce peach schnapps', '4 ounces cranberry juice', 'Orange wedge']",https://www.thespruceeats.com/jolly-rancher-vodka-cocktail-761086,https://www.thespruceeats.com/thmb/pq3DBpIIT7LRnZuqRWbd2qgUljw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/jolly-rancher-vodka-cocktail-761086-0407_Final-5b9d8a004cedfd002531ac07-4543481b538b469e8534b65444fca2e8.jpg
Lemon Drop,"['Granulated sugar', 'Lemon wedge', '2 ounces vodka', '1 ounce lemon juice', '1/2 to 3/4 ounce simple syrup', 'Lemon twist']",https://www.thespruceeats.com/lemon-drop-martini-recipe-759314,https://www.thespruceeats.com/thmb/BUY3y4ZKfLF9IO0cfvOv5Hui82Q=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/lemon-drop-martini-recipe-759314-hero-01-dcb3477a458d4a4db63383288df2fcc4.jpg
Mimosa,"['3/4 ounce premium triple sec', '2 ounces orange juice', '4 ounces sparkling wine', 'Orange slice']",https://www.thespruceeats.com/great-mimosa-recipe-759734,https://www.thespruceeats.com/thmb/Aj59ffBIRH8qBgkyuhyiDgEmwZs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/great-mimosa-recipe-759734-hero-1-50acafd7273d4c438cdb2f2f55a3ceea.JPG
Piña Colada,"['2 ounces light rum', '2 ounces pineapple juice', '1 1/2 ounces cream of coconut', '1 lime wedge', 'Pineapple wedge', 'Maraschino cherry']",https://www.thespruceeats.com/pina-colada-cocktail-recipe-759330,https://www.thespruceeats.com/thmb/EVZFypbEu9KdwsBFoZL3N_sq2lA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/pina-colada-cocktail-recipe-759330-hero-01-402dfcc4387a416092eb6d13ed238be7.jpg
Bliss on the Beach,"['1 1/2 ounces vodka', '3/4 ounce peach schnapps', '1/2 ounce crème de cassis liqueur', '2 ounces orange juice', '2 ounces cranberry juice', 'Orange slice', 'Maraschino cherry']",https://www.thespruceeats.com/sex-on-the-beach-cocktail-recipe-759828,https://www.thespruceeats.com/thmb/7t4uzGZa6PKvnI7VslpF1dJS4T4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/sex-on-the-beach-cocktail-recipe-759828-hero-01-314383d859d543298620be89d0bd6c2f.jpg
Strawberry Daiquiri,"['2 ounces light rum', '1 ounce simple syrup', '1/2 ounce lime juice', '3 to 4 large strawberries', '1 cup ice', 'strawberry']",https://www.thespruceeats.com/strawberry-daiquiri-recipes-759821,https://www.thespruceeats.com/thmb/k-je7YkuyqoYX9UrKG31v8WVU0o=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/strawberry-daiquiri-recipes-759821_13_preview1-5b05f448ba61770036fbae90.jpeg
