drink_name,recipe,recipe_url,url_of_image
Candy Corn,"[""1/3 ounce Galliano L'Autentico Liqueur"", '1/3 ounce orange curaçao liqueur', '1/3 ounce cream']",https://www.thespruceeats.com/candy-corn-shooter-recipe-759614,https://www.thespruceeats.com/thmb/sbcGRkzxcYad2hDonI77FzApKe4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/candy-corn-shooter-recipe-759614-hero-cdc381f64705418aa400900c0b79ab47.jpg
Tootsie Roll,"['1/2 ounce crème de cacao liqueur', '1/2 ounce coffee liqueur', '1/2 ounce orange juice']",https://www.thespruceeats.com/tootsie-roll-shot-recipes-759839,https://www.thespruceeats.com/thmb/JarbOA4MZInsmPNAeJMpR8clSv4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/tootsie-roll-shot-recipes-759839-7-5b451b7d46e0fb005bcb059c.jpg
Candy Corn Oranges,"['10 large oranges', '1 1/2 cups water', '1 (3-ounce) package orange-flavored gelatin', '1 1/2 cups Cointreau Orange Liqueur', '1/2 cup coconut milk', '1/4 cup sugar', '1 (1/4-ounce) envelope unflavored gelatin']",https://www.thespruceeats.com/candy-corn-oranges-shooter-759553,https://www.thespruceeats.com/thmb/pp0us75_EEkS8S96HApFLMMlIA4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/candy-corn-oranges-shooter-759553-hero-01-b7fb8b6dd15c4a18ab25ae8c7b63c42b.jpg
Wake the Dead,"['1 ounce blanco tequila', '1 ounce coffee liqueur', '1/2 ounce espresso']",https://www.thespruceeats.com/wake-the-dead-recipe-shooter-760796,https://www.thespruceeats.com/thmb/FUj5Cq8B8YIlIaPk4VFWGecP7Fw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/patron-WakeTheDead-56a173fc3df78cf7726ac577.jpg
Wolf Bite,"['1/2 ounce melon liqueur', '1/4 ounce absinthe', '1 ounce pineapple juice', '1 splash lemon-lime soda', '1 dash grenadine']",https://www.thespruceeats.com/wolf-bite-shot-recipe-759565,https://www.thespruceeats.com/thmb/zQ4TEXddQHGeghEXTPwIraAr5SY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Wolf-Bite-Shot-56a173203df78cf7726abe54.jpg
Vodka Cranberry Syringe Shot,"['4 ounces lemon-lime soda', '1 ounce cranberry vodka']",https://www.thespruceeats.com/bloody-shirley-temple-syringe-shooter-759252,https://www.thespruceeats.com/thmb/EdPJp7CtL5fs7kSuCjqqhvEo6pw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/vodka-cranberry-syringe-shooter-759252-030-c70aabba2eae4fe495e4b5aeb5fbaba9.jpg
Black Rose,"['3/4 ounce Tequila Rose', '3/4 ounce black vodka']",https://www.thespruceeats.com/black-rose-shooter-recipe-761007,https://www.thespruceeats.com/thmb/dg55t-6is6Dcfq--AWqO3QX_3gg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Black-Rose-Shot-56a173183df78cf7726abe2b.jpg
Mind Eraser,"['2 ounces coffee liqueur', '2 ounces vodka', '2 ounces club soda']",https://www.thespruceeats.com/mind-eraser-vodka-shot-761115,https://www.thespruceeats.com/thmb/hx33p2Q6DW0iYIBMwz4XTjpcyD8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mind-eraser-vodka-shot-761115-033-163fef852a0d496bad0b8d7d4f7538fe.jpg
Voodoo,"['1/2 ounce coffee liqueur', '1\u200b/2 ounce rum cream', '1/2 ounce 151-proof rum']",https://www.thespruceeats.com/voodoo-shooter-recipe-759845,https://www.thespruceeats.com/thmb/o-SdMLF5A6DkDW0Em6WZCrgqJZE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Voodoo-Shooter-41c977a5f5b947c88f08b9755f4c0556.jpg
Apocalypse Now,"['1/2 ounce tequila', '1/2 ounce dry vermouth', '1/2 ounce Irish cream liqueur']",https://www.thespruceeats.com/apocalypse-now-shooter-759576,https://www.thespruceeats.com/thmb/ZT8na51Zknx8YXlMLPA5oOaYAtI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ApocalypseNow-Shot-f1d319ebb30d4da793843703116a5642.jpg
Superman Shots,"['1/2 ounce cherry liqueur', '1/2 ounce banana liqueur', '1/2 ounce Vodka']",https://www.thespruceeats.com/superman-shot-4690318,https://www.thespruceeats.com/thmb/U81XwcvSAJkbzmkvntMgONb9HaE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Superman-ShotDrink-007-109e71b6b7954d12bb3eb5cee199d147.jpg
Kamikaze,"['1 1/2 ounces vodka', '1/2 ounce triple sec', '1 dash lime juice', 'Lime wedge']",https://www.thespruceeats.com/kamikaze-shooter-recipe-759717,https://www.thespruceeats.com/thmb/Z5RkbPVd9vyN8jq6g6moaDcqc2A=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/kamikaze-shooter-recipe-759717-hero-02-5c1d5f7b46e0fb00011d4c4e.jpg
Beam Me Up Scotty,"['1/2 ounce coffee liqueur', '1/2 ounce crème de banane liqueur', '1/2 ounce Irish cream liqueur']",https://www.thespruceeats.com/beam-me-up-scotty-shot-recipe-759587,https://www.thespruceeats.com/thmb/xAK0Aq0KQfOfTSbaQZiLhzgbFx4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BeamMeUp-123548529-56a170975f9b58b7d0bf4e15.jpg
Snake Bite,"['2 ounces Yukon Jack', 'Splash to 1/2 ounce lime cordial']",https://www.thespruceeats.com/snakebite-yukon-jack-shot-761498,https://www.thespruceeats.com/thmb/G1P_MsR5FhWW-1Ruz2hr6L06RSw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/snakebite-yukon-jack-shot-761498-032-7274461c717c4ca8af42e16bb6ac6d06.jpg
Bazooka Joe,"['1/2 ounce Irish cream liqueur', '1/2 ounce banana liqueur', '1/2 ounce blue curaçao liqueur']",https://www.thespruceeats.com/bazooka-joe-shot-759586,https://www.thespruceeats.com/thmb/j5ZOkpK4BB1jmHHYAzm7IG_WUDA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/bazooka-joe-shot-759586-hero-01-6916aef32a5d4068a277e39526233ce3.jpg
Flaming Dr. Pepper,"['3/4 ounce amaretto liqueur', '1/4 ounce 151-proof rum', '4 ounces beer']",https://www.thespruceeats.com/flaming-dr-pepper-shooter-recipe-760520,https://www.thespruceeats.com/thmb/CO_uS1tlzJMeXdN9JuBtzxl8H18=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/flaming-dr-pepper-shooter-recipe-760520-Hero-1-d8db5a827b3b4685a2a3f808fcd0320f.JPG
