drink_name,recipe,recipe_url,url_of_image
Baileys Irish Ice,"['1 ounce Irish cream liqueur', '1/4 ounce mint chocolate syrup', '1 ounce iced coffee', '2 scoops Guinness  gelato', '1 cup chipped ice', '1 tablespoon espresso', 'Whipped cream', 'Mint sprig']",https://www.thespruceeats.com/baileys-irish-ice-cocktail-759552,https://www.thespruceeats.com/thmb/7zs7wet24O8hLpmytLiVBLuM-Hw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/BaileysIrishIce-103339999-56a1726b5f9b58b7d0bf5d8c.jpg
Chocolatini,"['1 1/2 ounces vanilla vodka', '1 1/4 ounces Irish cream liqueur', '1/4 ounce chocolate liqueur', 'Chocolate']",https://www.thespruceeats.com/chocolatini-cocktail-for-sweet-tooths-761028,https://www.thespruceeats.com/thmb/bSah0x863OHxYjHG4VIhkqZaboc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/close-up-of-chocolate-martini-564738143-5a4ffa1db39d0300371a194a.jpg
Autumn Chai Swizzle,"['2 ounces Irish cream liqueur', '3 ounces masala chai tea', '2 teaspoons raw sugar', 'Cinnamon stick']",https://www.thespruceeats.com/autumn-chai-swizzle-759551,https://www.thespruceeats.com/thmb/tFcrctFj4hOLlU-twKXhEm9dFcY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-santhosh_varghese-1138821728-c24014cea49d4c8db20efe40ddb17733.jpg
Caramel Irish Coffee,"['1 ounce Irish whiskey', '1 ounce Irish cream liqueur', '1 ounce butterscotch schnapps', '2 to 3 ounces coffee', 'Whipped cream', 'Caramel syrup']",https://www.thespruceeats.com/caramel-irish-coffee-recipe-761342,https://www.thespruceeats.com/thmb/T7TDD4SArkc0f0Siot1mHoytwJE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CaramelIrishCoffee-5bce108cc9e77c00517ea06e.jpg
Mudslide,"['1 to 1 1/2 ounces vodka', '1 ounce coffee liqueur', '1 ounce Irish cream liqueur']",https://www.thespruceeats.com/mudslide-cocktail-recipe-761120,https://www.thespruceeats.com/thmb/xVu_yRhP3V9IGqzB-FwYs7P4hqw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mudslide-cocktail-recipe-761120-hero-01-a07102b5499343849c207db1f02152eb.jpg
Irish Encounter,"['1 cup ice', '3 ounces coconut milk', '1/3 banana', '1 1/2 ounce aged rum', '1/2 ounce Irish cream liqueur', 'Whipped cream', 'coconut flakes']",https://www.thespruceeats.com/irish-encounter-recipe-760486,https://www.thespruceeats.com/thmb/16NlVilzOEuEodo-HhsUojnS1JE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/IrishEncounter-Cocktail-003-a0c0a806ef234eb0b9cd61b0d3bea331.jpg
Sugar Cookie Martini,"['Colored sugar', '1 1/2 ounces vanilla vodka', '1 1/2 ounces Irish cream liqueur', '1 ounce amaretto liqueur']",https://www.thespruceeats.com/sugar-cookie-martini-4770137,https://www.thespruceeats.com/thmb/qN28ox-RRxs-RChAqdbVNgGAP98=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/SugarCookieMartini-009-f0808d7b027947c8ae39cbe9af071369.jpg
Snickertini,"['Chocolate sauce', 'Caramel sauce', '1 1/2 ounces caramel vodka', '1/2 ounce amaretto', '1/2 ounce chocolate liqueur', '1/2 ounce Irish cream liqueur', '1 splash cream']",https://www.thespruceeats.com/snickertini-cocktail-recipe-761171,https://www.thespruceeats.com/thmb/0vh85QCZtBQ5QCQIk-BCEn9eWN0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/snickertini-5758515e3df78c9b46d5043f.jpg
Vanilla Latte Cocktail,"['1 ounce vanilla vodka', '2 ounces cream liqueur', '3 ounces coffee']",https://www.thespruceeats.com/vanilla-latte-cocktail-recipe-761201,https://www.thespruceeats.com/thmb/B2SITbilOmXv9q5zz9zBZYlJVxs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/vanilla-latte-cocktail-recipe-761201-052-0477be4f620243b4821467a28b865f21.jpg
Salted Caramel Martini,"['1 ounce caramel syrup', 'Kosher or sea salt', '1 1/2 ounces vanilla vodka', '2 ounces Irish cream liqueur', 'Soft caramel candy']",https://www.thespruceeats.com/salted-caramel-martini-4776667,https://www.thespruceeats.com/thmb/UzNG5te4YCsnB8elGF951xL4Qak=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/SaltedCaramelMartini-001-4a3c943571054dcf900ad58c3572b526.jpg
Ghost-tini,"['sandwich cookie', '2 ounces vanilla vodka', '1 1/2 ounces pumpkin spice liqueur', '1 ounce caramel  Irish cream liqueur', '3 gummy worms']",https://www.thespruceeats.com/ghost-tini-recipe-760953,https://www.thespruceeats.com/thmb/NwgrjVwVMg9RYMWnXXMWAirIgxU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ghost-tini-recipe-760953-hero-02-2a065a92b42d4441bbf1e13a9ebd4253.jpg
Irish Cactus,"['1 ounce tequila', '2 ounces Irish cream liqueur']",https://www.thespruceeats.com/irish-cactus-cocktail-recipe-759702,https://www.thespruceeats.com/thmb/hcMVERydw7Lp61c3R6O1RJNDbKU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/white-russian-89121663-5a2594074e4f7d00377dca18.jpg
B-52 Shooter,"['1/2 ounce Kahlúa coffee liqueur', '1/2 ounce Baileys Irish cream liqueur', '1/2 ounce orange liqueur']",https://www.thespruceeats.com/b-52-triple-layered-shot-759583,https://www.thespruceeats.com/thmb/lsOYVy81MalXWU7fzCT_fxPYtKM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/b-52-triple-layered-shot-759583-hero-01-5c055effc9e77c000163f891.jpg
