drink_name,recipe,recipe_url,url_of_image
Rusty Nail,"['1 1/2 ounces Scotch whisky', '3/4 ounce Drambuie']",https://www.thespruceeats.com/rusty-nail-recipe-760443,https://www.thespruceeats.com/thmb/ybPX979UfL88j0rcxBzSDeMeDuU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/rusty-nail-recipe-760443-8-5b4512dbc9e77c0037429edd.jpg
Rob Roy,"['1 1/2 ounces Scotch whisky', '3/4 ounce sweet vermouth', '2 dashes bitters', 'Maraschino cherry']",https://www.thespruceeats.com/rob-roy-cocktail-recipe-759335,https://www.thespruceeats.com/thmb/12BL4Rk3X4djPd9n0WXWZZidwPM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/rob-roy-cocktail-recipe-759335-Hero-5b8c5c8046e0fb00250afbb6.jpg
Affinity,"['1 1/2 ounces Scotch whisky', '1/2 ounce dry vermouth', '1/2 ounce sweet vermouth', '2 dashes orange bitters']",https://www.thespruceeats.com/affinity-cocktail-recipe-759277,https://www.thespruceeats.com/thmb/lHdaTTY6SCWbwzvmL86nm85D2N0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/affinity-cocktail-recipe-759277-001-2065f3ff223940eebee0b7e64b0c7cf9.jpg
Scotch and Soda,"['2 ounces Scotch whisky', '1 to 6 ounces club soda']",https://www.thespruceeats.com/scotch-and-soda-recipe-761494,https://www.thespruceeats.com/thmb/jaFAOxBHdHPyPbjqnI1aGJR4Jek=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/scotch-and-soda-761494_Hero1-5b6c38bb46e0fb0025c48b76.jpg
Scotch Sour,"['1 1/2 ounces blended Scotch whisky', '3/4 ounce lemon juice']",https://www.thespruceeats.com/scotch-sour-recipe-761495,https://www.thespruceeats.com/thmb/PQzt7nYJi2__wD5iL9T2UEHrfN4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/scotch-sour-recipe-761495-hero-bc17ec74166e49b08938a3da4972f0a3.jpg
Blood and Sand,"['3/4 ounce Scotch whisky', '3/4 ounce cherry brandy', '3/4 ounce sweet vermouth', '3/4 ounce orange juice', 'Orange peel']",https://www.thespruceeats.com/blood-and-sand-cocktail-recipe-761336,https://www.thespruceeats.com/thmb/C2SRFkRNSPk8JSyHRL2_J_SDB5w=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/blood-and-sand-cocktail-recipe-761336-hero-d8e91f5e13d342b5b7a8abe4be6c1f5d.jpg
Robert Burns,"['2 ounces Scotch whisky', '3/4 ounce sweet vermouth', '1 dash orange bitters', '1 dash absinthe']",https://www.thespruceeats.com/robert-burns-cocktail-recipe-761490,https://www.thespruceeats.com/thmb/PHFisEafHSRwq9uUY7hfnFd1Cgk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RobertBurns-Cocktail-5c21fe5246e0fb00014521e7.jpg
Mamie Taylor,"['2 ounces blended Scotch whisky', '1 tablespoon lime juice', '4 to 6 ounces ginger ale', 'Lime wedge']",https://www.thespruceeats.com/mamie-taylor-ginger-and-scotch-761375,https://www.thespruceeats.com/thmb/6p3oetA03tf2a2g4FwEhjCWezT0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Mamie-Taylor-Cocktail-57a9d63d3df78cf4590cfc2f.jpg
Godfather,"['1 1/2 ounces Scotch whisky', '1/2 ounce amaretto liqueur']",https://www.thespruceeats.com/godfather-cocktail-recipe-761446,https://www.thespruceeats.com/thmb/FzXBsKHe3cH_8LnefkIqUUN5_wI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_godfather-cocktail-recipe-761446-hero-02-5bd07dd0c9e77c005172af6d.jpg
Smoked Rose,"['1 cup water', '1 cup sugar', '3 tablespoons rosemary', '1 sprig dried rosemary', '2 ounces Scotch whisky', '1/2 ounce Green Chartreuse liqueur', '1/4 ounce rosemary syrup']",https://www.thespruceeats.com/smoked-rose-cocktail-recipe-761384,https://www.thespruceeats.com/thmb/wPatJZNAqSYr86Z4ij9GgCyGCDU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/smoked-rose-cocktail-recipe-761384-001-4801faf18c4d42cb8c142e5fc709ced2.jpg
