drink_name,recipe,recipe_url,url_of_image
Blueberry and Spinach Superfood Green Smoothie,"['1 medium banana', '4 ice ', '1/2 cup fresh blueberries', '1/4 cup milk substitute', '1 cup fresh spinach']",https://www.thespruceeats.com/blueberry-and-spinach-superfood-green-smoothie-3377401,https://www.thespruceeats.com/thmb/53oEG7pwvQ_gQjt6yR0yjPAW20I=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/blueberry-and-spinach-superfood-green-smoothie-3377401-hero-02-5c3e78de46e0fb0001a7bea9.jpg
Strawberry Smoothie,"['2 cups frozen strawberries', '1/2 cup cranberry-raspberry juice', '1/4 cup orange juice', '1/2 cup vanilla yogurt', '2 large fresh strawberries, garnish']",https://www.thespruceeats.com/strawberry-breakfast-smoothie-recipe-2097149,https://www.thespruceeats.com/thmb/0fT9dd4lojOJtd8FpMl3kD-Evak=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/strawberry-breakfast-smoothie-recipe-2097149-hero-02-5c1d4b2a46e0fb00014bf2ec.jpg
Vegan Chocolate Peanut Butter Banana Smoothie,"['2 bananas', '3 to 4 tablespoons cocoa powder', '1 tablespoon maple syrup', '1/4 cup creamy peanut butter', '3 cups vanilla almond milk', '1/2 cup ice cubes']",https://www.thespruceeats.com/vegan-chocolate-peanut-butter-banana-smoothie-1000994,https://www.thespruceeats.com/thmb/OwblBNtiTztEaMsfm1egylbf-uo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/vegan-chocolate-peanut-butter-banana-smoothie-1000994-hero-02-5c55ec33c9e77c00016b35b5.jpg
Avocado Mango Smoothie Recipe,"['1 fully ripened avocado, halved, pitted and peeled', '2 cups frozen mango cubes (not thawed)', '1 cup orange juice']",https://www.thespruceeats.com/avocado-mango-smoothie-recipe-3377400,https://www.thespruceeats.com/thmb/uPetCsnupIOm8JplPVvFNiTYKRI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/avocado-mango-smoothie-recipe-3377400-hero-01-5c8d20e846e0fb0001770069.jpg
Low-Calorie Vegetable Smoothie,"['1 1/2 cups tomato juice', '1/3 cup carrot juice', '1 stalk celery (with leaves)', '1/2 cup spinach leaves', '1/2\xa0cucumber\xa0(peeled)', '1 cup ice', 'Garnish: slice of cucumber or celery stalk']",https://www.thespruceeats.com/low-calorie-vegetable-smoothie-2238432,https://www.thespruceeats.com/thmb/LblYI5amxt1TGej2zhIwINkK_II=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/low-calorie-vegetable-smoothie-2238432-hero-01-5c55f535c9e77c0001d0019e.jpg
Mixed Berry Smoothie,"['3/4 cup orange juice', '1 cup berries (fresh or frozen)', '1/2 cup plain unsweetened yogurt']",https://www.thespruceeats.com/mixed-berry-smoothie-2216234,https://www.thespruceeats.com/thmb/u-BmLXZfP9FLwkRkGkzbk4YkV28=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mixed-berry-smoothie-2216234-6-6-5b0d9af28023b90036ea9df2.jpg
Banana Date Smoothie with Ginger and Cardamom,"['1\xa0large frozen banana', '8 oz plain Greek style yogurt', '2\xa0pitted dates', '1 inch\xa0piece fresh ginger, peeled', '1/4 cup milk', '1/4 teaspoon ground cardamom', '1 pinch salt']",https://www.thespruceeats.com/banana-date-smoothie-2355748,https://www.thespruceeats.com/thmb/-RZngxk2tZLiAGI15s9134B2PYs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/aIMG_2347fsq-56aa9df23df78cf772b4560d.jpg
Green Pear Smoothie,"['1 medium banana', '1 medium pear', '2/3 cup almond milk', '2 to 4 slices ginger', '2 tablespoons honey', '1/2 teaspoon pure vanilla extract', '1/4 teaspoon ground cinnamon', '1 1/2 cups kale', '1 cup ice']",https://www.thespruceeats.com/green-pear-smoothie-4767282,https://www.thespruceeats.com/thmb/B7le3SqWjmjDNKAOvgSlGtoRrpY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/PearKaleSmoothie-008-6ef8b329bba748e09d22c3e333661caf.jpg
Matcha Green Tea Smoothie,"['1 frozen banana (preferably a very ripe banana, peeled)', '1/2 cup low-fat milk (or coconut milk creamer\xa0or another dairy alternative)', '1/2 teaspoon good-quality matcha powder', 'Optional: 1/4 teaspoon pure vanilla extract', 'Optional: sweetener (to taste)']",https://www.thespruceeats.com/matcha-green-tea-smooothie-recipe-765400,https://www.thespruceeats.com/thmb/xAvzR8AlLK0j4B41Anxy0w84rQ0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/matcha-green-tea-smooothie-recipe-765400-hero-01-5bdcc9bd46e0fb0051965bf1.jpg
Watermelon Smoothie,"['1 medium seedless watermelon', '1 cup almond milk', '1/2 cup vanilla yogurt', '3 tablespoons maple syrup', '2 small wedges watermelon', '2 sprigs mint']",https://www.thespruceeats.com/rich-creamy-watermelon-smoothie-recipe-2097116,https://www.thespruceeats.com/thmb/-sjHGL24Vtp0FG2YlS9OSfTv0d4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/rich-creamy-watermelon-smoothie-recipe-2097116-hero-1-37c9956f614c4803add38076e3ca1c82.JPG
