drink_name,recipe,recipe_url,url_of_image
Spiked Arnold Palmer,"['2 ounces simple syrup', '4 ounces water', '2 ounces lemon juice', '2 ounces vodka', '2 to 3 ounces lemonade', '2 to 3 ounces iced tea', 'Lemon wheel', 'Mint sprig']",https://www.thespruceeats.com/spiked-arnold-palmer-recipe-5075194,https://www.thespruceeats.com/thmb/yz5pyQAt9XtMEG5lJ6wP3JKVz-E=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/spiked-arnold-palmer-recipe-5075194-043-1cb8c643ffbc4bfe8c89f446ea94d996.jpg
Bourbon Tea,"['1 1/2 ounces bourbon whiskey', '1/2 ounce limoncello', '4 ounces iced tea (freshly brewed)', 'Garnish: lemon wheel or wedge']",https://www.thespruceeats.com/easy-bourbon-tea-recipe-761348,https://www.thespruceeats.com/thmb/lTpw9AO1jdeTNyE8lo00bza2p4Q=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/easy-bourbon-tea-recipe-761348-Hero_01-2cac8d4067eb487e9b045864ca7aa8c6.jpg
Summer Peach Tea,"['1 ounce Canadian whisky', '1 ounce peach liqueur', '4 ounces iced tea', 'Lemon wedge', 'Peach slices']",https://www.thespruceeats.com/summer-peach-tea-cocktail-recipe-761506,https://www.thespruceeats.com/thmb/0Ug8zFmbebS9fq--TAXTSf9ICWY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/summer-peach-tea-cocktail-recipe-761506-hero-01-cdb5b9e6c8eb4551ae5cc90411b93a15.jpg
Mango Iced Tea Cocktail,"['1 ounce whisky (Canadian Club Classic 12-Year)', '1 ounce mango rum (Cruzan)', '4 ounces\xa0\u200biced tea (brewed, chilled)', 'Garnish: lemon wedge']",https://www.thespruceeats.com/mango-rum-iced-tea-with-whiskey-761376,https://www.thespruceeats.com/thmb/EoheEd9pC8bAMAW6eP-kp0l9rOY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MangoIcedTea-506498048-57614ca25f9b58f22eb246b0.jpg
Royal Tea,"['1 1/2 ounces London dry gin', '2 ounces Earl Grey tea', '1 splash lemon juice', '1 teaspoon sugar', 'Lemon wheel']",https://www.thespruceeats.com/royal-tea-cocktail-760115,https://www.thespruceeats.com/thmb/eHmJLFFZS7whHhZ4gEdL7QZzWDQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/royal-tea-cocktail-760115-008-46b3b8c7beff41618446b57f6230887c.jpg
Ginger Tea,"['3 pieces fresh ginger', '4 mint leaves, divided', '1/2 ounce simple syrup', '1 ounce cognac', '2 ounces green tea']",https://www.thespruceeats.com/ginger-tea-recipe-759436,https://www.thespruceeats.com/thmb/EPNxhERikvRmTB7HojAj_PqKhVI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GingerTea-89901785-56a172753df78cf7726ab9d1.jpg
Kentucky Tea,"['2 ounces bourbon whiskey', '1/2 ounce lemon juice', '3 ounces lemon mint eucalyptus infusion', 'Fresh mint, ']",https://www.thespruceeats.com/kentucky-tea-cocktail-recipe-761391,https://www.thespruceeats.com/thmb/pFm65JHac_keZ9KD7kjjx4nWsNI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GinGinMule-Cocktail-5bafc78046e0fb0026718d2f.jpg
Irish Tea Party,"['1/4 ounce absinthe', '1 ounce Irish whiskey', '4 ounces sweetened green tea', 'Lime slice']",https://www.thespruceeats.com/irish-tea-party-cocktail-recipe-761453,https://www.thespruceeats.com/thmb/ctWf_S1-sgYz_LNLh2rBvNuJBO8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/irish-tea-party-cocktail-recipe-761453-hero-01-5be1f5b2c9e77c00511f8617.jpg
Jalisco High Tea,"['1 1/2 ounces reposado tequila', '1/4 ounce Cherry Heering Liqueur', '1 1/2 ounces lemon verbena tea', '1/2 ounce simple syrup', '1 splash lime juice']",https://www.thespruceeats.com/jalisco-high-tea-recipe-760833,https://www.thespruceeats.com/thmb/NZje-ZFzEZP1fx7U41eLBpUPNZs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Patron-jalisco_high_tea-56a175323df78cf7726ad11c.jpg
Tea Tini,"['Granulated sugar', '1 1/2 ounces vodka', '1 ounce tea', '1/4 ounce lemon juice', '1 teaspoon honey', 'Lemon wedge']",https://www.thespruceeats.com/tea-tini-recipe-759830,https://www.thespruceeats.com/thmb/zYOSvC9GXxpNSKW0da-KMu0tBkQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/TeaMartini-GettyImages-149340165-820b8bf9e63a42319e474d72f4e9547d.jpg
Mistletoe Martini,"['2 ounces vodka', '2 ounces orange juice', '3 ounces cranberry tea\xa0', '3/4 ounce lemon juice', '3 teaspoons sugar']",https://www.thespruceeats.com/mistletoe-martini-recipe-761116,https://www.thespruceeats.com/thmb/0VJqTaA2kYVmMRZAdwRy5M2sKkc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Mistletoe-Martini-571b8d213df78c56400871d6.jpg
Mad Hatter's Tea Party,"['1 (750-milliliter) bottle aged rum', '3 tablespoons tea leaves', '2 ounces tea-infused rum', '3/4 ounce lime juice', '1/2 ounce simple syrup', '1/4 ounce ginger syrup', 'Lime wheel']",https://www.thespruceeats.com/mad-hatters-tea-party-760467,https://www.thespruceeats.com/thmb/yfYl02yRr24NlOGbsyEx_GKev0E=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MadHattersTeaPartyCocktail-GettyImages-1187679106-2601067512994a598a43ef235fa01366.jpg
Gunpowder Gimlet,"['1/4 cup green tea leaves', '1 (750-milliliter) bottle gin ', '1/2 cup salted pistachios', '1/2 cup honey', '1/2 cup water', '1 1/2 ounces green tea-infused gin', '1/2 ounce salted pistachio honey syrup', '1/2 ounce lemon juice', '3 to 4 dashes chamomile bitters']",https://www.thespruceeats.com/gunpowder-gimlet-recipe-760027,https://www.thespruceeats.com/thmb/Mhhc_sEukI6_eYhNGgXvAQanGZM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/lemon-cocktail-175602377-59889a17aad52b0010e59feb.jpg
Spiked Thai Iced Tea ,"['1 1/2 ounces Irish cream liqueur', '1 ounce coconut milk', '1/2 ounce sweetened condensed milk', '1/2 teaspoon whole anise seed', '2 whole cloves', '1/8 vanilla bean', '1 ounce aged rum', '2 1/2 ounces black tea', 'Grated nutmeg']",https://www.thespruceeats.com/spiked-thai-iced-tea-cocktail-recipe-4135667,https://www.thespruceeats.com/thmb/eeYq1wW77QSJeGpV01UCgiZp_-o=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Kerrygold-ThaiIcedTea-CocktailRecipe-58ee287f3df78cd3fcf1678d.jpg
Moscato Ginger Iced Tea Cocktail,"['1 cup sugar', '½ cup peeled and thinly sliced fresh ginger', '2½ qt. fresh brewed ice tea', '1 bottle moscato', '12 pieces candied ginger (for garnish)', '1 bottle \u200bmoscato', 'Ice cubes']",https://www.thespruceeats.com/ginger-iced-tea-4134013,https://www.thespruceeats.com/thmb/n0D2I1xNX0H_H2aHesNM0Yt1PHo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ginger_ice_tea_big_batch_cocktails-58efc8753df78cd3fcc90250.jpg
Thanksgiving Fall Sangria,"['1/2 cup brandy', '1/2 cup gin', '1 cup green tea', '1 cup pomegranate juice', '2 ounces cinnamon syrup', '1 (750-milliliter) bottle dry white wine', '1 medium apple', '1 medium pear', '1 medium orange', '3 cinnamon sticks', '1 cup club soda', 'Apple slices', 'Orange slices']",https://www.thespruceeats.com/fall-sangria-recipe-4690738,https://www.thespruceeats.com/thmb/0P2PgdK-dO3_bmXzar4lSFgIPcg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/FallSangria-008-f9d11e1cff1e4c939ce3b68c423b67e1.jpg
