drink_name,recipe,recipe_url,url_of_image
Sidecar,"['2 ounces brandy', '1 ounce triple sec', '3/4 ounce lemon juice', 'Lemon or orange twist']",https://www.thespruceeats.com/classic-sidecar-cocktail-recipe-760601,https://www.thespruceeats.com/thmb/Qsdkat1-VNv8pbJY9sJDcA904ZY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/classic-sidecar-cocktail-recipe-760601-Hero-5b92a8b046e0fb0050c66461.jpg
Vieux Carré,"['3/4 ounce rye whiskey', '3/4 ounce cognac', '3/4 ounce sweet vermouth', '1/2 ounce Bénédictine liqueur', ""1 to 2 dashes Peychaud's Bitters"", '1 to 2 dashes Angostura bitters', 'Cherry']",https://www.thespruceeats.com/vieux-carre-cocktail-recipe-761512,https://www.thespruceeats.com/thmb/oR5BrK8WlCprEE_pxHr_eOqBnJc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/vieux-carre-cocktail-recipe-761512-hero-6438e708bfe14454b9ff17168163b12a.jpg
French 75,"['1 to 2 ounces gin', '1 teaspoon simple syrup', '1/2 ounce  lemon juice', '4 ounces Champagne', 'Lemon twist']",https://www.thespruceeats.com/french-75-champagne-cocktail-759295,https://www.thespruceeats.com/thmb/t5CVzfvauUdhnUtbOV9QTT3dCOg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/french-75-champagne-cocktail-759295-Hero-1-bbb3a89039b94dfd89ba9c4f42fb02a4.jpg
Japanese Cocktail,"['2 ounces cognac', '1/2 ounce lime juice', '1/2 ounce orgeat syrup', '1 dash aromatic bitters', 'Lime peel']",https://www.thespruceeats.com/japanese-cocktail-recipe-759442,https://www.thespruceeats.com/thmb/CMKX6S1tX7f0eProxYuNF0L2wx4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/JapaneseCocktail-GettyImages-1265073369-f88678310a8c40e389a2b703f9b1dc4a.jpg
Morning Glory,"['1 ounce rye whiskey', '1 ounce cognac', '1 teaspoon orange curaçao liqueur', '1 dash absinthe', '1 teaspoon simple syrup', '2 dashes aromatic bitters', '1 to 2 ounces club soda', 'Lemon twist']",https://www.thespruceeats.com/morning-glory-cocktail-recipe-759449,https://www.thespruceeats.com/thmb/gv_WrIM9_gzMzlKv5nNYGGq8xDo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MorningGlory-87252525-5762c5b55f9b58f22edc32f1.jpg
Champagne Bowler,"['3 large strawberries', '1/2 ounce simple syrup', '1/2 ounce cognac', '1 ounce white wine', '3 to 4 ounces sparkling wine', 'Strawberry']",https://www.thespruceeats.com/champagne-bowler-recipe-759419,https://www.thespruceeats.com/thmb/hCEsOzbgcnQkBSleVxXwZr9EX-Q=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/champagne-bowler-recipe-759419-hero-01-679063dc78e24f41ae1b382f234fe9ff.jpg
French Connection,"['1 1/2 ounces cognac', '3/4 ounce amaretto liqueur']",https://www.thespruceeats.com/french-connection-cocktail-recipes-759434,https://www.thespruceeats.com/thmb/_yemP91SQZVcXmcXpePk1k7WsOo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/french-connection-cocktail-recipes-759434-hero-01-a27a8731969c4dccb1c2484514e92766.jpg
The Beautiful Cocktail,"['1 1/2 ounces cognac', '1 1/2 ounces Grand Marnier']",https://www.thespruceeats.com/cognac-grand-marinier-759411,https://www.thespruceeats.com/thmb/116vDzJGNjDfk7wWreVhBl77oBM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cognac-grand-marinier-759411-hero-01-f474599bb4f747d9a903ff9684370d80.jpg
Dulce de Tequila,"['Granulated or superfine sugar', '2 ounces reposado tequila', '1 ounce cognac', '1 ounce premium triple sec', '1/2 ounce lime juice', '1 tablespoon agave nectar', 'Lime wedge']",https://www.thespruceeats.com/dulce-de-tequila-recipe-760816,https://www.thespruceeats.com/thmb/ZVncHLU3s4MCq-IL3ZnpdQF9e2E=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/DulceLeche-87252532-56a170ac5f9b58b7d0bf4e8a.jpg
Jack-O-Lantern,"['1 1/2 ounces cognac', '1/2 ounce brandy-based orange liqueur', '1 ounce orange juice', '2 to 3 ounces ginger ale', 'Lime twist', 'Orange wheel']",https://www.thespruceeats.com/jack-o-lantern-cocktail-recipe-759441,https://www.thespruceeats.com/thmb/0VBrW8CBUhUQHr2K9yNNVxe5dmM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/JackOLantern-Hennessy-56a1731e5f9b58b7d0bf6255.jpg
Ginger Tea,"['3 pieces fresh ginger', '4 mint leaves, divided', '1/2 ounce simple syrup', '1 ounce cognac', '2 ounces green tea']",https://www.thespruceeats.com/ginger-tea-recipe-759436,https://www.thespruceeats.com/thmb/EPNxhERikvRmTB7HojAj_PqKhVI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GingerTea-89901785-56a172753df78cf7726ab9d1.jpg
Café Amore,"['1 ounce cognac', '1 ounce amaretto liqueur', '6 ounces black coffee', 'Whipped cream', 'Shaved almonds']",https://www.thespruceeats.com/cafe-amore-cocktail-recipe-759418,https://www.thespruceeats.com/thmb/tCKUGjCVQc3p5avxo9hRnC8Sq_g=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CafeAmore-86526235-56a1723b5f9b58b7d0bf5bbc.jpg
Hennessy Hot Cocoa,"['1 1/2 ounces cognac', '3/4 ounce spiced syrup', '3 tsp pure vanilla extract', '5 ounces hot chocolate', '1 ounce heavy cream', 'Grated nutmeg', 'Grated dark chocolate']",https://www.thespruceeats.com/hennessy-hot-cocoa-recipe-759397,https://www.thespruceeats.com/thmb/Kx2a4icxFTvs0m8kjyvPl2eyiz8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/HennessyHotCocoa-GettyImages-1020597266-92db5c5e609c471bae8f486816a3150f.jpg
Snow Honey,"['4 ounces milk', '1 1/2 ounces cognac', '1 teaspoon clover honey', 'Grated nutmeg']",https://www.thespruceeats.com/snow-honey-cocktail-recipe-759406,https://www.thespruceeats.com/thmb/NggItNiY65adnPO25W52vI2Xktc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/snow_honey_001-566a1c375f9b583dc31c0128.jpg
Apricot Sunray,"['1/2 (750-milliliter) bottle cognac', '1 (750-milliliter) bottle sparkling wine', '3 cups apricot liqueur', '1 1/2 cups apricot nectar', '1 1/2 cups lemon juice', '4 cups blood orange juice', '4 to 6 apricots', '5 lemons', '1 blood orange', '12 brandied cherries']",https://www.thespruceeats.com/hennessy-black-apricot-sunray-759396,https://www.thespruceeats.com/thmb/WoLW6Ra2FIf-s_hW-7jQ1VpoG6I=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ApricotSunray-162752176-58aef9d15f9b58a3c9255de4.jpg
