drink_name,recipe,recipe_url,url_of_image
Irish Coffee,"['2 teaspoons brown sugar', '4 ounces coffee', '1 1/2 ounces Irish whiskey', '1 ounce heavy cream']",https://www.thespruceeats.com/original-irish-coffee-recipe-759311,https://www.thespruceeats.com/thmb/zXwNEsVviy9YKDhFgyzV9qOBtIA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/original-irish-coffee-recipe-759311-Hero-5b759d4b46e0fb005089915e.jpg
Caramel Irish Coffee,"['1 ounce Irish whiskey', '1 ounce Irish cream liqueur', '1 ounce butterscotch schnapps', '2 to 3 ounces coffee', 'Whipped cream', 'Caramel syrup']",https://www.thespruceeats.com/caramel-irish-coffee-recipe-761342,https://www.thespruceeats.com/thmb/T7TDD4SArkc0f0Siot1mHoytwJE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CaramelIrishCoffee-5bce108cc9e77c00517ea06e.jpg
Irish Winter,"['1 1/2 ounces Irish whiskey', '3/4 ounce coffee liqueur', '3/4 ounce Irish cream liqueur', '4 to 5 ounces coffee', 'Whipped cream']",https://www.thespruceeats.com/irish-winter-cocktail-recipe-761454,https://www.thespruceeats.com/thmb/dc6l_5w270v5DRmsSFLb0p6n1EE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/IrishWinter-86161754-58aef99d3df78c345b308aea.jpg
Maple Pecan Latte,"['For the Maple Pecan Syrup:', '1/4 cup maple syrup', '1/4 cup pecan butter', '2 tablespoons brown sugar', '1/2 tablespoon butter', '1/3 cup heavy cream', '1 teaspoon vanilla extract', 'For the Latte:', '1 shot espresso', '2 tablespoons maple pecan syrup', '1/2 cup steamed milk', 'Garnish: Whipped cream (store-bought or homemade)', 'Garnish: Chopped toasted pecans']",https://www.thespruceeats.com/maple-pecan-latte-4778954,https://www.thespruceeats.com/thmb/SGkLou30cAXZrj4N5lCDFwTqgP4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Maple-Pecan-Latte-FINAL-10-5061ef81d9cd440aa40c8004ffe2270f.jpg
French Connection Coffee,"['1 ounce cognac', '1 ounce amaretto liqueur', '6 ounces black coffee', 'Whipped cream', 'Shaved almonds']",https://www.thespruceeats.com/cafe-amore-cocktail-recipe-759418,https://www.thespruceeats.com/thmb/tCKUGjCVQc3p5avxo9hRnC8Sq_g=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CafeAmore-86526235-56a1723b5f9b58b7d0bf5bbc.jpg
Café Brasileiro,"['2 ounces heavy cream', '1 vanilla bean', '1 1/2 ounces cachaça', '1/2 ounce chocolate liqueur', '2 1/2 ounces coffee', '1/2 ounce simple syrup', '2 ounces vanilla cream']",https://www.thespruceeats.com/cafe-brasileiro-recipe-760505,https://www.thespruceeats.com/thmb/iSr-FiVEJfTFgDHONkIHgTHyWIU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CafeBrasileiro-sb10067199f-001-56a1723d3df78cf7726ab7cf.jpg
Café Caribbean,"['1 ounce rum', '1/2 ounce amaretto liqueur', '6 ounces coffee', 'Whipped cream', 'Sliced almonds']",https://www.thespruceeats.com/cafe-caribbean-cocktail-recipe-760506,https://www.thespruceeats.com/thmb/sHg3mH4X6kQ-YV2eRhG4TsH8gIE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CafeCaribbean-171342017-56a1723d3df78cf7726ab7d5.jpg
Italian Coffee,"['1 ounce Strega Liqueur', '5 to 6 ounces black coffee', 'Whipped cream', 'Grated nutmeg']",https://www.thespruceeats.com/italian-coffee-cocktail-recipe-759555,https://www.thespruceeats.com/thmb/qiCeMC4WhZJH5HF62Xm7x3arpa8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ItalianCoffee-89742698-56a1728d5f9b58b7d0bf5ee9.jpg
Flaming Spanish Coffee,[],https://www.thespruceeats.com/flaming-spanish-coffee-recipe-765389,https://www.thespruceeats.com/thmb/SR_mKmszwOXtP_yGubBzTClCryQ=/250x250/filters:no_upscale():max_bytes(150000):strip_icc()/IMG_5913-56a176233df78cf7726add21.jpg
Kentucky Coffee,"['1 ounce bourbon whiskey', '1/2 ounce honey liqueur ', '6 ounces coffee', 'Whipped cream']",https://www.thespruceeats.com/kentucky-coffee-with-bourbon-and-honey-4119064,https://www.thespruceeats.com/thmb/Gm4K0PRFwqyABYiWFxU9XnIbpC4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/KentuckyCoffee_006-5bf8053546e0fb005113affd.jpg
Nutty Irishman,"['3/4 ounce hazelnut liqueur', '3/4 ounce Irish cream liqueur']",https://www.thespruceeats.com/4-recipes-for-the-popular-nutty-irishman-drink-759747,https://www.thespruceeats.com/thmb/5dXhz4yKq_9UOGhTrvKj4wk2d04=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_4-recipes-for-the-popular-nutty-irishman-drink-759747-hero-2-5bd31dbec9e77c0058827d11.jpg
