drink_name,recipe,recipe_url,url_of_image
Strawberry Vodka,"['1 1/2 cups fresh strawberries', '1 (750-milliliter) bottle vodka', '2 tablespoons simple syrup', '1 cup sugar', '1 cup water', '1/2 cup basil leaves', '1 1/2 ounces strawberry vodka', '3/4 ounce pear nectar', '1/2 ounce lemon juice', '1/2 ounce \u200b\u200bbasil simple syrup', '2 ounces sparkling rosé wine', 'Basil leaf', 'seasonal fruits']",https://www.thespruceeats.com/strawberry-vodka-rose-cocktail-recipe-4138315,https://www.thespruceeats.com/thmb/6ytTB4zqZv5nbUZ0LZ4-pwTU834=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/studio-shot-of-fruit-cocktail-539670519-591067bb5f9b586470cb1549.jpg
Watermelon Vodka,"['1 (750-milliliter) bottle vodka', '1 watermelon']",https://www.thespruceeats.com/watermelon-infused-vodka-recipe-760620,https://www.thespruceeats.com/thmb/ulOOb5hnwAC5uaZFPYP6rAMaLTo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/watermelon-detox-or-infused-water-558269177-5717bf9f3df78c3fa239b393.jpg
Pear Vodka,"['1 1/2 ounces pear vodka', '3/4 ounce amaretto liqueur', '1/2 ounce spiced simple syrup', '1/4 ounce lemon juice', 'Pear slice']",https://www.thespruceeats.com/peartini-cocktail-recipe-761129,https://www.thespruceeats.com/thmb/WZijHXAuEhIdlVBrbDCH7HbOwW8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/peartini-56a1720b5f9b58b7d0bf5a56.jpg
Lemon Vodka,"['1 teaspoon lavender buds', '1 tablespoon simple syrup', '2 ounces lemon vodka', '1 ounce lemon juice', 'Lavender sprig']",https://www.thespruceeats.com/lavender-lemon-drop-recipe-761094,https://www.thespruceeats.com/thmb/bZq0zRCp1RtXqknvxiT1iOqpu1k=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/LavenderLemonDrop-125736617-586ba15d5f9b586e02e7bb0e.jpg
Apple-Pear-Cinnamon Vodka,"['1 medium red apple', '1 medium pear', '1 (750-milliliter) bottle vodka', '1 cinnamon stick', '1 1/2 ounces vodka', '1 splash simple syrup', '3 to 5 ounces tonic water', 'Apple slice']",https://www.thespruceeats.com/autumn-spiced-tonic-recipe-759087,https://www.thespruceeats.com/thmb/Tj_PCkZStHlm-PuYEeqQ7MDj32c=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/AutumnSpicedTonic-463156413-56a173165f9b58b7d0bf6211.jpg
Spiced Pumpkin Vodka,"['2 cups pumpkin', '1/4 cup honey', '2 bay leaves', '1 cup water', '2 cups vodka', '1 ounce spiced syrup', '2 slices ginger', '2 ounces spiced pumpkin vodka']",https://www.thespruceeats.com/spiced-pumpkin-martini-760976,https://www.thespruceeats.com/thmb/vm1wvmoTv6DGiurb1kpXoZNq6TU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/SpicedPumpkinMartini-135580200-56a172a85f9b58b7d0bf5f68.jpg
Tomato Vodka,"['1 pound tomatoes', '1 sprig fresh basil', '1 sprig fresh oregano', '1 (750-milliliter) bottle vodka', '1 cup water', '1 cup sugar', '1 sprig fresh basil', '3 lime wedges', '2 cherry tomatoes', '1/2 ounce basil syrup', '2 ounces tomato vodka', '1 1/2 ounces soda water']",https://www.thespruceeats.com/tomojito-vodka-drink-recipe-761188,https://www.thespruceeats.com/thmb/ouNvI3fI4CnvWNGRdto1N5aOAOU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Tomojito-135573185-576fd7f65f9b58587561b4fd.jpg
Cucumber Vodka,"['1 large garden or English (hothouse)\xa0cucumber', '1 (750 ml) bottle of\xa0vodka']",https://www.thespruceeats.com/cucumber-vodka-4080147,https://www.thespruceeats.com/thmb/J4NnzxLN37-girnoqobzC-qYlvk=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Cucumber-Vodka.JPG-57c3b36e5f9b5855e5f8aeff.jpg
Kumquat Vodka,[],https://www.thespruceeats.com/kumquat-vodka-or-gin-2215572,https://www.thespruceeats.com/thmb/R_HoPa1BBJ6eLbxemJmV9jRiUE0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/KumquatVodka-GettyImages-585797491-59dfbad6b501e80010f0c433.jpg
Bacon Vodka,"['3 slices bacon', '375 milliliters vodka', '4 ounces hard cider', '1 ounce vodka', '1 splash maple syrup', '1 dash bitters', 'Brandied cherry', 'Bacon slice']",https://www.thespruceeats.com/bacon-me-angry-cocktail-recipe-759089,https://www.thespruceeats.com/thmb/eaZkNGYgTW9HZdHW08yepT6HmjU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/AngryOrchard-BaconMeAngry-Cocktail-56a1753e3df78cf7726ad18f.jpg
