drink_name,recipe,recipe_url,url_of_image
Lilac Lemon Drop Martini,"['Granulated sugar', '1 1/2 ounces vodka', '3/4 ounce lemon juice', '1/2 ounce simple syrup', 'Lemon twist']",https://www.thespruceeats.com/lilac-lemon-drop-martini-759247,https://www.thespruceeats.com/thmb/4gkNrucSgGROsvP_8-na5s4yErA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Lilac-LemonDrop-Martini-56a1741f3df78cf7726ac689.jpg
Sparkling Borage Cocktail,"['1 cup water', '1 cup granulated sugar ', '1/2 cup borage leaves', '10 to 12 borage flowers', '1 cup water', '1 1/2 ounces premium gin', '1/2 ounce elderflower liqueur', '1/2 ounce borage simple syrup', '1 splash lime juice', '1 splash club soda', 'ice cube']",https://www.thespruceeats.com/sparkling-borage-cocktail-recipe-4134028,https://www.thespruceeats.com/thmb/LLHRCujgzmCoced6BznmyUk1LDM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/summer-drink-147668085-58beb1353df78c353cc45218.jpg
Rhubarb-Rosemary Daiquiri,"['1 1/2 ounces light rum', '3/4 ounce rhubarb juice', '1/2 ounce rosemary syrup', '1/4 ounce lemon juice', 'Lemon wheel', 'Fresh rosemary sprig']",https://www.thespruceeats.com/rhubarb-rosemary-daiquiri-recipe-760480,https://www.thespruceeats.com/thmb/GQWjE5kusZHzKSwx9d-a0aKenlo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/RhubarbRoseDaiquiri-455447093-56a1721c5f9b58b7d0bf5ace.jpg
The Green Giant,"['6 sugar snap peas', '1 sprig tarragon', '3/4 ounce honey', '2 ounces organic vodka', '1/2 ounce dry vermouth', '1 ounce lemon juice']",https://www.thespruceeats.com/green-giant-cocktail-with-peas-3890215,https://www.thespruceeats.com/thmb/0xfMidppUiWnrdmSafvgTvP99ro=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GreenGiantCocktail-GettyImages-562851855-56cc9e5a5f9b5879cc5a4c6b.jpg
Celery Cup No. 1,"['1/4 cup fresh cilantro', '1 (2-inch) piece celery stalk', '1 (1-inch) slice English cucumber', '1 ounce lemon juice', '1 1/2 ounces cucumber vodka', ""1/2 ounce Pimm's Cup No. 1"", '3/4 ounce agave nectar']",https://www.thespruceeats.com/celery-cup-no-1-cocktail-760944,https://www.thespruceeats.com/thmb/Qq5dd5B7-TT1fJkdy0UUsLR6t9s=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/CeleryCupNo1Cocktail-GettyImages-697375590-41a0a63040404cb18f16c7b75ac59cf7.jpg
Strawberry Gin and Tonic,"['1 1/2 ounces gin', '1/2 ounce lime juice', '1/2 ounce strawberry syrup', '1 dash orange bitters', '4 to 5 ounces tonic water', 'Strawberry']",https://www.thespruceeats.com/strawberry-gin-and-tonic-recipe-759066,https://www.thespruceeats.com/thmb/EBsq1ro3ghjzQxBG8W3bvuDh3gc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Strawberry-GinTonic-56a174255f9b58b7d0bf6ad9.jpg
Garden Patch Smash,"['1 cup raspberries', '1 cup water', '2 cups sugar', '1 tablespoon lavender\xa0buds', '6 blueberries', '1 1/2 ounces raspberry-lavender syrup', '1 1/2 ounces tequila', '1/2 ounce lime juice', '2 drops acid phosphate', '2 to 3 ounces lavender soda', 'Fresh berries']",https://www.thespruceeats.com/garden-patch-smash-recipe-760775,https://www.thespruceeats.com/thmb/hocru7uu49dUXLDN2brXAXbFxeE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GardenPatchSmash-GettyImages-90544191-56a1749d3df78cf7726acbf5.jpg
Watermelon Cucumber Cooler,"['1 1/2 ounces watermelon juice', '3 slices cucumber', '1 1/2 ounces gin', '1/2 ounce simple syrup', '3/4 ounce lime juice', '1 pinch kosher salt', '1 1/2 ounces soda water']",https://www.thespruceeats.com/watermelon-cucumber-cooler-recipe-760050,https://www.thespruceeats.com/thmb/e0VlbCay7vwjwnVLHusZ-qRLMWI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Watermelon-Cucumber-Cooler-56a174703df78cf7726aca14.jpg
Ruby Queen,"['1 1/2 ounces Scotch whisky', '1 ounces red beet juice', '3/4 ounce honey syrup', '3/4 ounce lemon juice', 'Fresh dill sprig', 'Lemon twist']",https://www.thespruceeats.com/ruby-queen-cocktail-recipe-759220,https://www.thespruceeats.com/thmb/FnP5GcYZNzMyaNAzTea9fx3qY5U=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ruby-queen-cocktail-recipe-759220-036-7b722d3d2b8643008172297abd0410a3.jpg
Basil-Rosemary Orange Shandy,"['3 cups water', '1 cup sugar', '1/4 cup basil leaves', '1/4 cup rosemary leaves', '2 (2-inch) pieces orange peel', '4 cups orange juice', '6 ounces basil-rosemary orangeade', '6 ounces wheat ale', 'Orange slice']",https://www.thespruceeats.com/basil-rosemary-orange-shandy-4571043,https://www.thespruceeats.com/thmb/INYZwVE3IbNHajDnzd--Kw_kWCw=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/OrangeShandy-010-5c90056a46e0fb000187a368.jpg
Basil-ica,"['5 basil leaves', '1/2 ounce lemon juice', '1/2 ounce simple syrup', '2 ounces Plymouth Gin', '1/2 ounce elderflower liqueur', '1 dash orange bitters', ""1 dash Peychaud's Bitters"", 'orange twist']",https://www.thespruceeats.com/basil-ica-cocktail-760056,https://www.thespruceeats.com/thmb/omwiuNJWRbKsuym3J77z0sIPWsg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Basilica-147454972-56a1712d5f9b58b7d0bf5207.jpg
