drink_name,recipe,recipe_url,url_of_image
,,,
How to Make a Vodka-Spiked Watermelon,"['1 whole watermelon', '1 (750-milliliter) bottle vodka']",https://www.thespruceeats.com/vodka-watermelon-recipe-4175568,https://www.thespruceeats.com/thmb/bZVdl8GJNocuGXsX4npje0v0KCI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/DrunkenWatermelon-002-5c6347d646e0fb000184a415.jpg
How to Cut a Cantaloupe,[],https://www.thespruceeats.com/how-to-cut-a-cantaloupe-5112605,https://www.thespruceeats.com/thmb/PAAz7ekgLv8P5zVeaIeU1coyhR8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cantaloupeRermratKaewpukdee-0c5111e63da748c4a96079f64a7110f8.jpg
Fresh Watermelon Lemonade,"['8 cups watermelon', '1 to 1 1/2 cups lemon juice', '1 to 1 1/2 cups sugar', '4 to 5 cups water', 'watermelon', 'Lemon slices', 'Fresh mint sprigs']",https://www.thespruceeats.com/fresh-watermelon-lemonade-5071240,https://www.thespruceeats.com/thmb/9knHrOHwHN7j12-vPSMUFKbn-P0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/fresh-watermelon-lemonade-recipe-5071240-077-375f7a7e02524c86af1ee92c1fbb3247.jpg
Watermelon Cucumber Cooler,"['1 1/2 ounces watermelon juice', '3 slices cucumber', '1 1/2 ounces gin', '1/2 ounce simple syrup', '3/4 ounce lime juice', '1 pinch kosher salt', '1 1/2 ounces soda water']",https://www.thespruceeats.com/watermelon-cucumber-cooler-recipe-760050,https://www.thespruceeats.com/thmb/e0VlbCay7vwjwnVLHusZ-qRLMWI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Watermelon-Cucumber-Cooler-56a174703df78cf7726aca14.jpg
Watermelon Punch,"['1 cup white granulated sugar', '5 cups cold water', '1 cup frozen raspberries', '1 1/2 to 2 cups lemon juice', '1 whole watermelon', '7 cups raspberry lemonade', 'Fresh raspberries', 'Lemon slices']",https://www.thespruceeats.com/watermelon-punch-4780743,https://www.thespruceeats.com/thmb/ukLFWuISsA20hTsOEtQYCdY65tc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/WatermelonPunch017-29efacdd71984185bc0fa171f25255f0.jpg
Watermelon Beer,"['3/4 cup watermelon', '1/2 ounce vanilla syrup', '6 ounces wheat beer']",https://www.thespruceeats.com/watermelon-beer-4571044,https://www.thespruceeats.com/thmb/QrdHED41J7Q7ZdH2558zW1bp9SA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Watermelon-Beer-0619-001-64bf26ac418946ee986f7e2b690ea321.jpg
Watermelon Vodka,"['1 (750-milliliter) bottle vodka', '1 watermelon']",https://www.thespruceeats.com/watermelon-infused-vodka-recipe-760620,https://www.thespruceeats.com/thmb/ulOOb5hnwAC5uaZFPYP6rAMaLTo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/watermelon-detox-or-infused-water-558269177-5717bf9f3df78c3fa239b393.jpg
Creamy and Rich Watermelon Smoothie,"['1 medium seedless watermelon', '1 cup almond milk', '1/2 cup vanilla yogurt', '3 tablespoons maple syrup', '2 small wedges watermelon', '2 sprigs mint']",https://www.thespruceeats.com/rich-creamy-watermelon-smoothie-recipe-2097116,https://www.thespruceeats.com/thmb/-sjHGL24Vtp0FG2YlS9OSfTv0d4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/rich-creamy-watermelon-smoothie-recipe-2097116-hero-1-37c9956f614c4803add38076e3ca1c82.JPG
11 Refreshingly Sweet Watermelon Cocktails,[],https://www.thespruceeats.com/tasty-watermelon-cocktail-recipes-4156892,https://www.thespruceeats.com/thmb/wTxl_qYzd5ArOl6RqKv8HngBCz4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/WatermelonWave-88308691-56a171e95f9b58b7d0bf5964.jpg
Summertime Fruit Punch Lemonade,"['Granulated sugar', '1 slice watermelon', '5 parsley leaves', '1 1/2 ounces vodka', '3/4 ounce lemon juice', '3/4 ounce agave nectar', '1 splash pink lemonade', 'Seasonal fruits']",https://www.thespruceeats.com/summertime-fruit-punch-lemonade-recipe-760978,https://www.thespruceeats.com/thmb/da9r2Pp8kkpCj8349RqdbUwF23A=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-668769639-5821314c5f9b581c0b177809.jpg
Cantaloupe Sorbet,"['1 cup sugar', '1 cup water', '1 large cantaloupe ,']",https://www.thespruceeats.com/cantaloupe-sorbet-2216189,https://www.thespruceeats.com/thmb/HeJGfaQefpgbfDc_Jym99qYgekc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/cantaloupe-sorbet-2216189-hero-01-7977e0f2e9d647acace614f7a18427c2.jpg
Melon Ball Party Shooter,"['1/2 ounce vodka', '1/4 ounce melon liqueur', '1/4 ounce pineapple juice']",https://www.thespruceeats.com/melon-ball-cocktail-recipe-759735,https://www.thespruceeats.com/thmb/O7Q3gK0JdpY11NiGQeUIY881S_0=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MelonBallShooter-002-f8a9ebb48e804e78af859f27c0ead22d.jpg
Melon Margarita,"['1 1/2 ounces tequila', '1 1/2 ounces melon liqueur', '1 ounce sour mix', '1 ounce lime juice', 'Lime wedge']",https://www.thespruceeats.com/melon-margarita-recipe-760844,https://www.thespruceeats.com/thmb/-ClsIWFQledheTSqomEW--FU0u8=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MelonMargarita-136494984-56a171165f9b58b7d0bf5117.jpg
