drink_name,recipe,recipe_url,url_of_image
Snowshoe,"['3/4 ounce bourbon whiskey', '3/4 ounce peppermint schnapps']",https://www.thespruceeats.com/snowshoe-shot-recipe-761500,https://www.thespruceeats.com/thmb/5ZRXyjFsNsvYHp0BWZtV_7Hd-BQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/snowshoe-shot-recipe-761500-hero-01-5c8d42bac9e77c0001e11d69.jpg
Three Wise Men,"['1/2 ounce Scotch Whisky', ""1/2 ounce Jack Daniel's Tennessee Whiskey"", '1/2 ounce Bourbon Whiskey']",https://www.thespruceeats.com/three-wise-men-shot-recipe-761509,https://www.thespruceeats.com/thmb/J2pjdtip6ku5-GRehH-ihNjE59Y=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/three-wise-men-shot-recipe-761509-6-5b450de946e0fb0037aa6739.jpg
Grasshopper,"['1/2 ounce green crème de menthe liqueur', '1/2 ounce white crème de cacao liqueur', '1/2 ounce light cream']",https://www.thespruceeats.com/grasshopper-shot-recipe-759684,https://www.thespruceeats.com/thmb/08ygpTRHzHnPV2nMawDIBDZhiG4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GrasshopperShot-001-5b255a303cbe4ccda23fc2bb3f31da66.jpg
Snowball,"['3/4 ounce brandy', '3/4 ounce peppermint schnapps', '3/4 ounce white crème de cacao']",https://www.thespruceeats.com/snowball-shooter-recipe-759458,https://www.thespruceeats.com/thmb/rXFKlMDcISlblsoiqgl2ex0opTA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/SnowballShooter-5bce10c4c9e77c00518e1253.jpg
Cinnamon Toasty,"['1 1/2 ounces amaretto liqueur', '1/2 ounce cinnamon schnapps']",https://www.thespruceeats.com/tomahawk-shooter-recipe-759834,https://www.thespruceeats.com/thmb/uIEuWJVUNPdWMHLpWawSxcLIoEc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ToastieShot-172420987-56a171bf3df78cf7726ab38b.jpg
Polar Bear,"['1/2 ounce white crème de cacao', '1/2 ounce peppermint schnapps']",https://www.thespruceeats.com/polar-bear-shot-recipe-759773,https://www.thespruceeats.com/thmb/lzZqZICyVkTVBziHYvtd7gbBawQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/polar-bear-shot-recipe-759773-hero-01-34421c6d380d48b0a09919f0cd1fb486.jpg
Red Snapper,"['1 ounce Canadian whisky', '1 ounce amaretto liqueur', '2 ounces cranberry juice']",https://www.thespruceeats.com/red-snapper-shot-recipe-761625,https://www.thespruceeats.com/thmb/kLp8xryieJV-VED63QVCpaktpys=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/red-snapper-shot-recipe-761625-hero-5bd9b745c9e77c00523645ed.jpg
Office Party,[],https://www.thespruceeats.com/tequila-shot-recipes-759236,https://www.thespruceeats.com/thmb/vN-ZTEPyPcJhCFd_2uoIftXb9ys=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/TequilaShots-Hero-5c6b3cd8c9e77c000119fbe5.jpg
Santa Shot,"['1/2 ounce grenadine', '1/2 ounce green crème de menthe liqueur', '1/2 ounce peppermint schnapps']",https://www.thespruceeats.com/santa-shot-shooter-759806,https://www.thespruceeats.com/thmb/3JWyNZEbtLldpd6JvKMU3jOEx30=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/santa-shot-shooter-759806-hero-95eac043933442b89925f25c8ab70509.jpg
Oatmeal Cookie,"['3/4 ounce butterscotch schnapps', '3/4 ounce Irish cream liqueur', '1/4 ounce cinnamon schnapps', '1 splash Jägermeister']",https://www.thespruceeats.com/oatmeal-cookie-shot-recipe-759754,https://www.thespruceeats.com/thmb/kBiu48qyigjCBTMoKSSz7norBfo=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/oatmeal-cookie-shot-recipe-759754-Hero-5bad09c046e0fb00262b781b.jpg
Chocolate Cake,"['3/4 ounce vanilla', '3/4 ounce hazelnut liqueur', 'lemon wedge']",https://www.thespruceeats.com/chocolate-cake-shooter-761027,https://www.thespruceeats.com/thmb/CtNqmO3evrsqkgHDDoPMPUyGCOM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/chocolate-cake-shooter-761027-hero-01-8cefbd491f784f2b88c39a4c83f20d0c.jpg
Pudding Shots,"['1 (3- to 4-ounce) package instant pudding', '1 cup milk', '1 cup liquor', '8 ounces whipped cream', 'Whipped cream']",https://www.thespruceeats.com/how-to-make-pudding-shots-759253,https://www.thespruceeats.com/thmb/stXwObJ09JsBaggvLlFifN7XxMs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/how-to-make-pudding-shots-759253_Final-5bafebca46e0fb0026b31255.jpg
Silver Bullet,"['1 1/2 ounces gin', '3/4 ounce Scotch whisky', 'Lemon twist']",https://www.thespruceeats.com/silver-bullet-shooter-760563,https://www.thespruceeats.com/thmb/EmO1iKa7HX1gLRMWhH-zzBn9MBE=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/SilverBullet-Shooter-5c46492646e0fb00019d6218.jpg
PB and Bacon,"['1 tablespoon bacon fat', '500 milliliters rye whiskey', '1 tablespoon creamy peanut butter', '250 milliliters amaretto liqueur', '1 teaspoon maple syrup', '1 ounce rye whiskey', '1/2 ounce amaretto liqueur', '1 pinch sea salt']",https://www.thespruceeats.com/jason-westplates-big-fat-elvis-shooter-761363,https://www.thespruceeats.com/thmb/BXUa-GtftgLCeFcvghEbZQUi2To=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Westplate-BigFatElvis-crop-56a173943df78cf7726ac1f7.jpg
Woo Woo,"['1 ounce vodka', '1 ounce peach schnapps', '2 ounces cranberry juice', 'Lime wedge']",https://www.thespruceeats.com/woo-woo-cocktail-recipe-759852,https://www.thespruceeats.com/thmb/xFhIXtx4gmj3Kae0JQHz1Q2CPzs=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/woo-woo-cocktail-recipe-759852-Hero-5b8c4ee546e0fb002508fa5b.jpg
