drink_name,recipe,recipe_url,url_of_image
Mulled Wine,"['2 bottles dry red wine', '1/2 cup corn syrup or golden syrup', '1/2 cup honey', '1/2 cup water', '1/2 cup orange peel', '1 cinnamon stick', '1/4 teaspoon ground allspice', '1/2 teaspoon ground nutmeg']",https://www.thespruceeats.com/slow-cooker-mulled-wine-479005,https://www.thespruceeats.com/thmb/n8MlpUm8GA62xR_nG4biG7w5XDI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-545878915-585082c03df78c491ef4e783.jpg
Mulled Pomegranate Warmer,"['2 (750-milliliter) bottles red wine', '1 cup pomegranate liqueur', '1 1/4 cups water', '2 cups sugar', '12 whole cloves', '4 cinnamon sticks', '1/2 teaspoon ground nutmeg', '4 lemons', '2 oranges']",https://www.thespruceeats.com/mulled-pomegranate-warmer-759742,https://www.thespruceeats.com/thmb/t69dvIqkT5zQLKJ4QVkUqO0w7fU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MulledPomWarmer-122012026-56a170a53df78cf7726aaa05.jpg
Mulled Spice Cherry Punch,"['32 ounces cherry juice', '8 ounces bourbon whiskey', '1/4 teaspoon cinnamon', '1/8 teaspoon nutmeg', 'Pinch allspice', '1/2 ounce root beer', 'Garnish: cinnamon sticks', 'Garnish: orange slices']",https://www.thespruceeats.com/mulled-spice-cheribundi-cocktail-recipe-761378,https://www.thespruceeats.com/thmb/Z8ymfSpjAto37Wox0WcQ9gmkVQU=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/MulledCheribundi-92172577-56a170a73df78cf7726aaa0c.jpg
Hot Gold Apple Cider,"['1 1/2 cups dark rum', '1 1/2 cups Goldschläger Cinnamon Schnapps', '4 cups apple cider', '4 cinnamon sticks', '6 whole allspice berries', '10 whole cloves', '1 orange']",https://www.thespruceeats.com/hot-gold-apple-cider-cocktail-recipe-760530,https://www.thespruceeats.com/thmb/BK6o2RTR4MJxW_BSu1xuZvgvCfA=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/GettyImages-496633968-5aa94fefa9d4f900373853b3.jpg
Traditional Wassail,"['1 cup water', '2 cinnamon sticks', '5 to 6 whole cloves', '1/4 teaspoon ground cardamom', '1/4 teaspoon ground ginger', '1/4 teaspoon ground nutmeg', '2 (750-milliliter) bottles dry sherry', '1 cup sugar', '1/2 cup brandy', '3 large egg yolks', '6 large egg whites', 'Apple slices']",https://www.thespruceeats.com/wassail-punch-recipes-759463,https://www.thespruceeats.com/thmb/zQROtyL2uxqL1ax_bVCIw_FwyvI=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/wassail-punch-recipes-759463-hero-b471e24f824e4e9fa7a9ac72eda582f2.jpg
Crockpot Cherry Moonshine,[],http://www.tammileetips.com/crock-pot-cherry-moonshine/,
Baileys Hot Chocolate,[],https://www.themagicalslowcooker.com/slow-cooker-baileys-irish-cream-hot-chocolate/,
Red Wine Hot Chocolate,[],http://thisfairytalelife.com/red-wine-hot-chocolate/,
Irish Elf,[],http://whoneedsacape.com/2016/10/irish-elf/,
Spiked Pumpkin Lattes,[],https://www.farmwifedrinks.com/crock-pot-pumpkin-spice-latte-with-rumchata/#_a5y_p=4440749,
