drink_name,recipe,recipe_url,url_of_image
Mojito,"['2 teaspoons superfine sugar', '6 to 8 fresh mint leaves', '2 to 3 ounces club soda', '1 lime', '2 ounces light rum', 'Mint sprig']",https://www.thespruceeats.com/mojito-cocktail-recipe-759319,https://www.thespruceeats.com/thmb/ip4Ht9txG3EBdeAw-4PKi1iU4OM=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mojito-cocktail-recipe-759319-hero-01-662400394a744a7fb1f01196ce60c05c.jpg
The Last Word,"['3/4 ounce gin', '3/4 ounce Green Chartreuse Liqueur', '3/4 ounce maraschino liqueur', '3/4 ounce lime juice']",https://www.thespruceeats.com/last-word-cocktail-recipe-760095,https://www.thespruceeats.com/thmb/OTd5d4JbowwBJ2p_3Rgnbc1Pg-Q=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/last-word-cocktail-recipe-760095-Hero_1-c81f1b5d78cb4466b4f2e46109e8318c.jpg
Bee's Knees,"['2 ounces gin', '3/4 ounce honey syrup', '1/2 ounce lemon juice']",https://www.thespruceeats.com/bees-knees-cocktail-recipe-760010,https://www.thespruceeats.com/thmb/Vvwc82hv09mAa-EcDtR8c6xuB8s=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_bees-knees-cocktail-recipe-760010-new-hero-02-5bca28a9c9e77c0051cb0789.jpg
Mary Pickford,"['2 ounces light rum', '2 ounces pineapple juice', '1 teaspoon grenadine', 'Maraschino cherry']",https://www.thespruceeats.com/mary-pickford-cocktail-recipe-759740,https://www.thespruceeats.com/thmb/Lj6KvLWuwraRvyyywBg6pDvWEF4=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/mary-pickford-cocktail-565f75e73df78cedb096a1f6.jpg
Gin Rickey,"['2 ounces gin', '1/2 ounce lime juice', '4 ounces club soda', 'Lime wedge']",https://www.thespruceeats.com/gin-rickey-recipe-760083,https://www.thespruceeats.com/thmb/B5TQrQXwY6YtTvsgCXhUUDnJHec=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/gin-rickey-recipe-760083-hero-01-67f0e60bf4594e1893982c1dad67c548.jpg
Sidecar,"['2 ounces brandy', '1 ounce triple sec', '3/4 ounce lemon juice', 'Lemon or orange twist']",https://www.thespruceeats.com/classic-sidecar-cocktail-recipe-760601,https://www.thespruceeats.com/thmb/Qsdkat1-VNv8pbJY9sJDcA904ZY=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/classic-sidecar-cocktail-recipe-760601-Hero-5b92a8b046e0fb0050c66461.jpg
White Lady,"['1 1/2 ounces gin', '3/4 ounce premium triple sec', '3/4 ounce lemon juice']",https://www.thespruceeats.com/delilah-cocktail-recipe-759293,https://www.thespruceeats.com/thmb/ryPDLv4QjCpheCH4qUQlpjUT80M=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/Delilah-Cocktail-56a173ff5f9b58b7d0bf69c2.jpg
Bacardi Cocktail,"['2 ounces Bacardi Light Rum', '1/2 ounce lime juice', '1/2 ounce grenadine']",https://www.thespruceeats.com/bacardi-cocktail-recipe-759282,https://www.thespruceeats.com/thmb/u_uaLCUYVBNTQukVy1_Q7R9Cnxc=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/_bacardi-cocktail-recipe-759282-hero-5bb7c367c9e77c00513951c7.jpg
Ward Eight,"['2 ounces bourbon or rye whiskey', '3/4 ounce lemon juice', '3/4 ounce orange juice', '1 dash grenadine', 'Maraschino cherry', 'Orange slice']",https://www.thespruceeats.com/ward-eight-cocktail-recipe-760755,https://www.thespruceeats.com/thmb/TznYtq3_jV8ULfZXCRNI-dfqmDQ=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/ward-eight-cocktail-recipe-760755-hero-01-b9d330760858465bbe4fb3eda91de6c1.jpg
French 75,"['1 to 2 ounces gin', '1 teaspoon simple syrup', '1/2 ounce  lemon juice', '4 ounces Champagne', 'Lemon twist']",https://www.thespruceeats.com/french-75-champagne-cocktail-759295,https://www.thespruceeats.com/thmb/t5CVzfvauUdhnUtbOV9QTT3dCOg=/960x0/filters:no_upscale():max_bytes(150000):strip_icc()/french-75-champagne-cocktail-759295-Hero-1-bbb3a89039b94dfd89ba9c4f42fb02a4.jpg
